Latitude,Longitude,RowID,IncidentNumber,ArrestNumber,Age,Sex,Race,ArrestDateTime,ArrestLocation,IncidentOffence,IncidentLocation,Charge_CJIS,ChargeDescription,District,Post,Neighborhood,GeoLocation,Shape,geometry,longitude,latitude,address_test,c_cjisid,c_chargeid,c_cjiscode,c_class,c_describe35,c_describe70,Detail,c_date_begin,c_date_end,c_article,c_section,c_subsec,c_paragraph,c_felony,c_jailable,c_phrqd,c_maxfine,c_timetype,c_timeamt,c_ruleno,c_description,c_notes,c_mod_date,c_new_date,describe_test,Charge
39.2886,-76.6367,330478,24B05182,24026331,38.0,Male,Black,2024-02-16 20:55:00+00:00,1 CARROLLTON AVE,Unknown Offense,1 CARROLLTON AVE,1 1609,HGV,Southwest,828,Hollins Market,"(39.2886,-76.6367)",,POINT (-76.6367 39.2886),-76.6367,39.2886,True,9122.0,17662.0,11609.0,,FIREARM POSS W/FEL CONVICT,FIREARM POSS W/FELONY CONVICTION,FIREARM POSS W/FELONY CONVICTION,2012-10-01,2018-09-30,PS,5,133,c,Y,Y,Y,0.0,Y,15.0,,"...did possess a regulated firearm after having been convicted of: ___________. (choose from below)

1. a crime of violence as defined in PS 5-101(c);
2. a crime of violence as defined in CR 14-101;
3. a violation of [5-602/5-603/5-604/5-605/5-612/5-613/5-614] of the Criminal Law Article.
4. _______(describe offense), an offense under the laws of  [______(state)/the United States] that would constitute a [crime/crime of violence] under ________(cite statute from options above), if committed in this state.","NOTE: A person convicted of this charge is subject to a mandatory minimum sentence of 5 years, of which any part may not be suspended.  Except as noted in CS 4-305, the defendant is not eligible for parole during the mandatory minimum sentence.  See CR 5-133(c)(3) for court discretion of mandatory minimum sentence and required State's Attorney notification. Each violation shall be considered a separate offense.",2018-08-28,2012-08-01,True,Possess Etc. Firearm with Conviction
39.3648,-76.5512,331556,24B04793,24025764,26.0,Male,Black,2024-02-15 17:50:00+00:00,6800 HARFORD RD,Unknown Offense,6800 HARFORD RD,1 1609,HGV,Northeast,416,North Harford Road,"(39.3648,-76.5512)",,POINT (-76.5512 39.3648),-76.5512,39.3648,True,9048.0,17565.0,11609.0,,FIREARM POSS W/FEL CONVICT,FIREARM POSS W/FELONY CONVICTION,FIREARM POSS W/FELONY CONVICTION,2011-10-01,2012-09-30,PS,5,133,c,Y,Y,Y,0.0,Y,15.0,,"...did possess a regulated firearm after having been convicted of: ___________. (choose from below)

1. a crime of violence as defined in PS 5-101(c);
2. a crime of violence as defined in CR 14-101;
3. a violation of [5-602/5-603/5-604/5-605/5-612/5-613/5-614] of the Criminal Law Article.","NOTE: A person convicted of this charge is subject to a mandatory minimum sentence of 5 years, of which any part may not be suspended.  Except as noted in CS 4-305, the defendant is not eligible for parole during the mandatory minimum sentence.  See CR 5-133(c)(3) for court discretion of mandatory minimum sentence and required State's Attorney notification. Each violation shall be considered a separate offense.",2012-08-01,2011-08-08,True,Possess Etc. Firearm with Conviction
39.3648,-76.5512,331556,24B04793,24025764,26.0,Male,Black,2024-02-15 17:50:00+00:00,6800 HARFORD RD,Unknown Offense,6800 HARFORD RD,1 1609,HGV,Northeast,416,North Harford Road,"(39.3648,-76.5512)",,POINT (-76.5512 39.3648),-76.5512,39.3648,True,9122.0,17662.0,11609.0,,FIREARM POSS W/FEL CONVICT,FIREARM POSS W/FELONY CONVICTION,FIREARM POSS W/FELONY CONVICTION,2012-10-01,2018-09-30,PS,5,133,c,Y,Y,Y,0.0,Y,15.0,,"...did possess a regulated firearm after having been convicted of: ___________. (choose from below)

1. a crime of violence as defined in PS 5-101(c);
2. a crime of violence as defined in CR 14-101;
3. a violation of [5-602/5-603/5-604/5-605/5-612/5-613/5-614] of the Criminal Law Article.
4. _______(describe offense), an offense under the laws of  [______(state)/the United States] that would constitute a [crime/crime of violence] under ________(cite statute from options above), if committed in this state.","NOTE: A person convicted of this charge is subject to a mandatory minimum sentence of 5 years, of which any part may not be suspended.  Except as noted in CS 4-305, the defendant is not eligible for parole during the mandatory minimum sentence.  See CR 5-133(c)(3) for court discretion of mandatory minimum sentence and required State's Attorney notification. Each violation shall be considered a separate offense.",2018-08-28,2012-08-01,True,Possess Etc. Firearm with Conviction
39.3516,-76.693,334507,24B03704,24023536,34.0,Male,Black,2024-02-12 13:31:00+00:00,4000 PRIMROSE AVE,Unknown Offense,4000 PRIMROSE AVE,1 1609,HGV,Northwest,627,Glen,"(39.3516,-76.693)",,POINT (-76.693 39.3516),-76.693,39.3516,True,9048.0,17565.0,11609.0,,FIREARM POSS W/FEL CONVICT,FIREARM POSS W/FELONY CONVICTION,FIREARM POSS W/FELONY CONVICTION,2011-10-01,2012-09-30,PS,5,133,c,Y,Y,Y,0.0,Y,15.0,,"...did possess a regulated firearm after having been convicted of: ___________. (choose from below)

1. a crime of violence as defined in PS 5-101(c);
2. a crime of violence as defined in CR 14-101;
3. a violation of [5-602/5-603/5-604/5-605/5-612/5-613/5-614] of the Criminal Law Article.","NOTE: A person convicted of this charge is subject to a mandatory minimum sentence of 5 years, of which any part may not be suspended.  Except as noted in CS 4-305, the defendant is not eligible for parole during the mandatory minimum sentence.  See CR 5-133(c)(3) for court discretion of mandatory minimum sentence and required State's Attorney notification. Each violation shall be considered a separate offense.",2012-08-01,2011-08-08,True,Possess Etc. Firearm with Conviction
39.3516,-76.693,334507,24B03704,24023536,34.0,Male,Black,2024-02-12 13:31:00+00:00,4000 PRIMROSE AVE,Unknown Offense,4000 PRIMROSE AVE,1 1609,HGV,Northwest,627,Glen,"(39.3516,-76.693)",,POINT (-76.693 39.3516),-76.693,39.3516,True,9122.0,17662.0,11609.0,,FIREARM POSS W/FEL CONVICT,FIREARM POSS W/FELONY CONVICTION,FIREARM POSS W/FELONY CONVICTION,2012-10-01,2018-09-30,PS,5,133,c,Y,Y,Y,0.0,Y,15.0,,"...did possess a regulated firearm after having been convicted of: ___________. (choose from below)

1. a crime of violence as defined in PS 5-101(c);
2. a crime of violence as defined in CR 14-101;
3. a violation of [5-602/5-603/5-604/5-605/5-612/5-613/5-614] of the Criminal Law Article.
4. _______(describe offense), an offense under the laws of  [______(state)/the United States] that would constitute a [crime/crime of violence] under ________(cite statute from options above), if committed in this state.","NOTE: A person convicted of this charge is subject to a mandatory minimum sentence of 5 years, of which any part may not be suspended.  Except as noted in CS 4-305, the defendant is not eligible for parole during the mandatory minimum sentence.  See CR 5-133(c)(3) for court discretion of mandatory minimum sentence and required State's Attorney notification. Each violation shall be considered a separate offense.",2018-08-28,2012-08-01,True,Possess Etc. Firearm with Conviction
39.341,-76.6659,337387,24B02838,24022382,22.0,Male,Black,2024-02-09 17:50:00+00:00,3100 OAKFORD AVE,Unknown Offense,3100 OAKFORD AVE,1 1609,HGV,Northern,516,Central Park Heights,"(39.341,-76.6659)",,POINT (-76.6659 39.341),-76.6659,39.341,True,9048.0,17565.0,11609.0,,FIREARM POSS W/FEL CONVICT,FIREARM POSS W/FELONY CONVICTION,FIREARM POSS W/FELONY CONVICTION,2011-10-01,2012-09-30,PS,5,133,c,Y,Y,Y,0.0,Y,15.0,,"...did possess a regulated firearm after having been convicted of: ___________. (choose from below)

1. a crime of violence as defined in PS 5-101(c);
2. a crime of violence as defined in CR 14-101;
3. a violation of [5-602/5-603/5-604/5-605/5-612/5-613/5-614] of the Criminal Law Article.","NOTE: A person convicted of this charge is subject to a mandatory minimum sentence of 5 years, of which any part may not be suspended.  Except as noted in CS 4-305, the defendant is not eligible for parole during the mandatory minimum sentence.  See CR 5-133(c)(3) for court discretion of mandatory minimum sentence and required State's Attorney notification. Each violation shall be considered a separate offense.",2012-08-01,2011-08-08,True,Possess Etc. Firearm with Conviction
39.341,-76.6659,337387,24B02838,24022382,22.0,Male,Black,2024-02-09 17:50:00+00:00,3100 OAKFORD AVE,Unknown Offense,3100 OAKFORD AVE,1 1609,HGV,Northern,516,Central Park Heights,"(39.341,-76.6659)",,POINT (-76.6659 39.341),-76.6659,39.341,True,9122.0,17662.0,11609.0,,FIREARM POSS W/FEL CONVICT,FIREARM POSS W/FELONY CONVICTION,FIREARM POSS W/FELONY CONVICTION,2012-10-01,2018-09-30,PS,5,133,c,Y,Y,Y,0.0,Y,15.0,,"...did possess a regulated firearm after having been convicted of: ___________. (choose from below)

1. a crime of violence as defined in PS 5-101(c);
2. a crime of violence as defined in CR 14-101;
3. a violation of [5-602/5-603/5-604/5-605/5-612/5-613/5-614] of the Criminal Law Article.
4. _______(describe offense), an offense under the laws of  [______(state)/the United States] that would constitute a [crime/crime of violence] under ________(cite statute from options above), if committed in this state.","NOTE: A person convicted of this charge is subject to a mandatory minimum sentence of 5 years, of which any part may not be suspended.  Except as noted in CS 4-305, the defendant is not eligible for parole during the mandatory minimum sentence.  See CR 5-133(c)(3) for court discretion of mandatory minimum sentence and required State's Attorney notification. Each violation shall be considered a separate offense.",2018-08-28,2012-08-01,True,Possess Etc. Firearm with Conviction
39.2905,-76.6447,340562,24B01632,24019781,33.0,Male,Black,2024-02-06 06:30:00+00:00,1700 LEXINGTON ST,Unknown Offense,1700 LEXINGTON ST,1 1609,HGV,Southwest,826,Franklin Square,"(39.2905,-76.6447)",,POINT (-76.6447 39.2905),-76.6447,39.2905,True,9048.0,17565.0,11609.0,,FIREARM POSS W/FEL CONVICT,FIREARM POSS W/FELONY CONVICTION,FIREARM POSS W/FELONY CONVICTION,2011-10-01,2012-09-30,PS,5,133,c,Y,Y,Y,0.0,Y,15.0,,"...did possess a regulated firearm after having been convicted of: ___________. (choose from below)

1. a crime of violence as defined in PS 5-101(c);
2. a crime of violence as defined in CR 14-101;
3. a violation of [5-602/5-603/5-604/5-605/5-612/5-613/5-614] of the Criminal Law Article.","NOTE: A person convicted of this charge is subject to a mandatory minimum sentence of 5 years, of which any part may not be suspended.  Except as noted in CS 4-305, the defendant is not eligible for parole during the mandatory minimum sentence.  See CR 5-133(c)(3) for court discretion of mandatory minimum sentence and required State's Attorney notification. Each violation shall be considered a separate offense.",2012-08-01,2011-08-08,True,Possess Etc. Firearm with Conviction
39.2905,-76.6447,340562,24B01632,24019781,33.0,Male,Black,2024-02-06 06:30:00+00:00,1700 LEXINGTON ST,Unknown Offense,1700 LEXINGTON ST,1 1609,HGV,Southwest,826,Franklin Square,"(39.2905,-76.6447)",,POINT (-76.6447 39.2905),-76.6447,39.2905,True,9122.0,17662.0,11609.0,,FIREARM POSS W/FEL CONVICT,FIREARM POSS W/FELONY CONVICTION,FIREARM POSS W/FELONY CONVICTION,2012-10-01,2018-09-30,PS,5,133,c,Y,Y,Y,0.0,Y,15.0,,"...did possess a regulated firearm after having been convicted of: ___________. (choose from below)

1. a crime of violence as defined in PS 5-101(c);
2. a crime of violence as defined in CR 14-101;
3. a violation of [5-602/5-603/5-604/5-605/5-612/5-613/5-614] of the Criminal Law Article.
4. _______(describe offense), an offense under the laws of  [______(state)/the United States] that would constitute a [crime/crime of violence] under ________(cite statute from options above), if committed in this state.","NOTE: A person convicted of this charge is subject to a mandatory minimum sentence of 5 years, of which any part may not be suspended.  Except as noted in CS 4-305, the defendant is not eligible for parole during the mandatory minimum sentence.  See CR 5-133(c)(3) for court discretion of mandatory minimum sentence and required State's Attorney notification. Each violation shall be considered a separate offense.",2018-08-28,2012-08-01,True,Possess Etc. Firearm with Conviction
39.2519,-76.6152,340564,24B01577,24019740,67.0,Male,Black,2024-02-06 05:00:00+00:00,3000 HANOVER ST,Unknown Offense,3000 HANOVER ST,1 1609,HGV,Southern,912,Middle Branch/Reedbird Parks,"(39.2519,-76.6152)",,POINT (-76.6152 39.2519),-76.6152,39.2519,True,9048.0,17565.0,11609.0,,FIREARM POSS W/FEL CONVICT,FIREARM POSS W/FELONY CONVICTION,FIREARM POSS W/FELONY CONVICTION,2011-10-01,2012-09-30,PS,5,133,c,Y,Y,Y,0.0,Y,15.0,,"...did possess a regulated firearm after having been convicted of: ___________. (choose from below)

1. a crime of violence as defined in PS 5-101(c);
2. a crime of violence as defined in CR 14-101;
3. a violation of [5-602/5-603/5-604/5-605/5-612/5-613/5-614] of the Criminal Law Article.","NOTE: A person convicted of this charge is subject to a mandatory minimum sentence of 5 years, of which any part may not be suspended.  Except as noted in CS 4-305, the defendant is not eligible for parole during the mandatory minimum sentence.  See CR 5-133(c)(3) for court discretion of mandatory minimum sentence and required State's Attorney notification. Each violation shall be considered a separate offense.",2012-08-01,2011-08-08,True,Possess Etc. Firearm with Conviction
39.2519,-76.6152,340564,24B01577,24019740,67.0,Male,Black,2024-02-06 05:00:00+00:00,3000 HANOVER ST,Unknown Offense,3000 HANOVER ST,1 1609,HGV,Southern,912,Middle Branch/Reedbird Parks,"(39.2519,-76.6152)",,POINT (-76.6152 39.2519),-76.6152,39.2519,True,9122.0,17662.0,11609.0,,FIREARM POSS W/FEL CONVICT,FIREARM POSS W/FELONY CONVICTION,FIREARM POSS W/FELONY CONVICTION,2012-10-01,2018-09-30,PS,5,133,c,Y,Y,Y,0.0,Y,15.0,,"...did possess a regulated firearm after having been convicted of: ___________. (choose from below)

1. a crime of violence as defined in PS 5-101(c);
2. a crime of violence as defined in CR 14-101;
3. a violation of [5-602/5-603/5-604/5-605/5-612/5-613/5-614] of the Criminal Law Article.
4. _______(describe offense), an offense under the laws of  [______(state)/the United States] that would constitute a [crime/crime of violence] under ________(cite statute from options above), if committed in this state.","NOTE: A person convicted of this charge is subject to a mandatory minimum sentence of 5 years, of which any part may not be suspended.  Except as noted in CS 4-305, the defendant is not eligible for parole during the mandatory minimum sentence.  See CR 5-133(c)(3) for court discretion of mandatory minimum sentence and required State's Attorney notification. Each violation shall be considered a separate offense.",2018-08-28,2012-08-01,True,Possess Etc. Firearm with Conviction
39.3464,-76.6822,341622,24B01392,24019629,26.0,Male,Black,2024-02-05 12:28:00+00:00,5200 CORDELIA AVE,Unknown Offense,5200 CORDELIA AVE,1 1609,HGV,Northwest,625,Arlington,"(39.3464,-76.6822)",,POINT (-76.6822 39.3464),-76.6822,39.3464,True,9048.0,17565.0,11609.0,,FIREARM POSS W/FEL CONVICT,FIREARM POSS W/FELONY CONVICTION,FIREARM POSS W/FELONY CONVICTION,2011-10-01,2012-09-30,PS,5,133,c,Y,Y,Y,0.0,Y,15.0,,"...did possess a regulated firearm after having been convicted of: ___________. (choose from below)

1. a crime of violence as defined in PS 5-101(c);
2. a crime of violence as defined in CR 14-101;
3. a violation of [5-602/5-603/5-604/5-605/5-612/5-613/5-614] of the Criminal Law Article.","NOTE: A person convicted of this charge is subject to a mandatory minimum sentence of 5 years, of which any part may not be suspended.  Except as noted in CS 4-305, the defendant is not eligible for parole during the mandatory minimum sentence.  See CR 5-133(c)(3) for court discretion of mandatory minimum sentence and required State's Attorney notification. Each violation shall be considered a separate offense.",2012-08-01,2011-08-08,True,Possess Etc. Firearm with Conviction
39.3464,-76.6822,341622,24B01392,24019629,26.0,Male,Black,2024-02-05 12:28:00+00:00,5200 CORDELIA AVE,Unknown Offense,5200 CORDELIA AVE,1 1609,HGV,Northwest,625,Arlington,"(39.3464,-76.6822)",,POINT (-76.6822 39.3464),-76.6822,39.3464,True,9122.0,17662.0,11609.0,,FIREARM POSS W/FEL CONVICT,FIREARM POSS W/FELONY CONVICTION,FIREARM POSS W/FELONY CONVICTION,2012-10-01,2018-09-30,PS,5,133,c,Y,Y,Y,0.0,Y,15.0,,"...did possess a regulated firearm after having been convicted of: ___________. (choose from below)

1. a crime of violence as defined in PS 5-101(c);
2. a crime of violence as defined in CR 14-101;
3. a violation of [5-602/5-603/5-604/5-605/5-612/5-613/5-614] of the Criminal Law Article.
4. _______(describe offense), an offense under the laws of  [______(state)/the United States] that would constitute a [crime/crime of violence] under ________(cite statute from options above), if committed in this state.","NOTE: A person convicted of this charge is subject to a mandatory minimum sentence of 5 years, of which any part may not be suspended.  Except as noted in CS 4-305, the defendant is not eligible for parole during the mandatory minimum sentence.  See CR 5-133(c)(3) for court discretion of mandatory minimum sentence and required State's Attorney notification. Each violation shall be considered a separate offense.",2018-08-28,2012-08-01,True,Possess Etc. Firearm with Conviction
39.3406,-76.6833,344882,24B00351,24018063,20.0,Male,Black,2024-02-02 04:50:00+00:00,3900 DOLFIELD AVE,Unknown Offense,3900 DOLFIELD AVE,1 1609,HGV,Northwest,624,Dolfield,"(39.3406,-76.6833)",,POINT (-76.6833 39.3406),-76.6833,39.3406,True,9048.0,17565.0,11609.0,,FIREARM POSS W/FEL CONVICT,FIREARM POSS W/FELONY CONVICTION,FIREARM POSS W/FELONY CONVICTION,2011-10-01,2012-09-30,PS,5,133,c,Y,Y,Y,0.0,Y,15.0,,"...did possess a regulated firearm after having been convicted of: ___________. (choose from below)

1. a crime of violence as defined in PS 5-101(c);
2. a crime of violence as defined in CR 14-101;
3. a violation of [5-602/5-603/5-604/5-605/5-612/5-613/5-614] of the Criminal Law Article.","NOTE: A person convicted of this charge is subject to a mandatory minimum sentence of 5 years, of which any part may not be suspended.  Except as noted in CS 4-305, the defendant is not eligible for parole during the mandatory minimum sentence.  See CR 5-133(c)(3) for court discretion of mandatory minimum sentence and required State's Attorney notification. Each violation shall be considered a separate offense.",2012-08-01,2011-08-08,True,Possess Etc. Firearm with Conviction
39.3406,-76.6833,344882,24B00351,24018063,20.0,Male,Black,2024-02-02 04:50:00+00:00,3900 DOLFIELD AVE,Unknown Offense,3900 DOLFIELD AVE,1 1609,HGV,Northwest,624,Dolfield,"(39.3406,-76.6833)",,POINT (-76.6833 39.3406),-76.6833,39.3406,True,9122.0,17662.0,11609.0,,FIREARM POSS W/FEL CONVICT,FIREARM POSS W/FELONY CONVICTION,FIREARM POSS W/FELONY CONVICTION,2012-10-01,2018-09-30,PS,5,133,c,Y,Y,Y,0.0,Y,15.0,,"...did possess a regulated firearm after having been convicted of: ___________. (choose from below)

1. a crime of violence as defined in PS 5-101(c);
2. a crime of violence as defined in CR 14-101;
3. a violation of [5-602/5-603/5-604/5-605/5-612/5-613/5-614] of the Criminal Law Article.
4. _______(describe offense), an offense under the laws of  [______(state)/the United States] that would constitute a [crime/crime of violence] under ________(cite statute from options above), if committed in this state.","NOTE: A person convicted of this charge is subject to a mandatory minimum sentence of 5 years, of which any part may not be suspended.  Except as noted in CS 4-305, the defendant is not eligible for parole during the mandatory minimum sentence.  See CR 5-133(c)(3) for court discretion of mandatory minimum sentence and required State's Attorney notification. Each violation shall be considered a separate offense.",2018-08-28,2012-08-01,True,Possess Etc. Firearm with Conviction
39.3356,-76.5546,346052,24B00252,24017947,40.0,Male,Black,2024-02-01 19:28:00+00:00,4200 PARKWOOD AVE,Unknown Offense,4200 PARKWOOD AVE,1 1609,HANDGUN VIOLATION,Northeast,433,Frankford,"(39.3356,-76.5546)",,POINT (-76.5546 39.3356),-76.5546,39.3356,True,9048.0,17565.0,11609.0,,FIREARM POSS W/FEL CONVICT,FIREARM POSS W/FELONY CONVICTION,FIREARM POSS W/FELONY CONVICTION,2011-10-01,2012-09-30,PS,5,133,c,Y,Y,Y,0.0,Y,15.0,,"...did possess a regulated firearm after having been convicted of: ___________. (choose from below)

1. a crime of violence as defined in PS 5-101(c);
2. a crime of violence as defined in CR 14-101;
3. a violation of [5-602/5-603/5-604/5-605/5-612/5-613/5-614] of the Criminal Law Article.","NOTE: A person convicted of this charge is subject to a mandatory minimum sentence of 5 years, of which any part may not be suspended.  Except as noted in CS 4-305, the defendant is not eligible for parole during the mandatory minimum sentence.  See CR 5-133(c)(3) for court discretion of mandatory minimum sentence and required State's Attorney notification. Each violation shall be considered a separate offense.",2012-08-01,2011-08-08,True,Possess Etc. Firearm with Conviction
39.3356,-76.5546,346052,24B00252,24017947,40.0,Male,Black,2024-02-01 19:28:00+00:00,4200 PARKWOOD AVE,Unknown Offense,4200 PARKWOOD AVE,1 1609,HANDGUN VIOLATION,Northeast,433,Frankford,"(39.3356,-76.5546)",,POINT (-76.5546 39.3356),-76.5546,39.3356,True,9122.0,17662.0,11609.0,,FIREARM POSS W/FEL CONVICT,FIREARM POSS W/FELONY CONVICTION,FIREARM POSS W/FELONY CONVICTION,2012-10-01,2018-09-30,PS,5,133,c,Y,Y,Y,0.0,Y,15.0,,"...did possess a regulated firearm after having been convicted of: ___________. (choose from below)

1. a crime of violence as defined in PS 5-101(c);
2. a crime of violence as defined in CR 14-101;
3. a violation of [5-602/5-603/5-604/5-605/5-612/5-613/5-614] of the Criminal Law Article.
4. _______(describe offense), an offense under the laws of  [______(state)/the United States] that would constitute a [crime/crime of violence] under ________(cite statute from options above), if committed in this state.","NOTE: A person convicted of this charge is subject to a mandatory minimum sentence of 5 years, of which any part may not be suspended.  Except as noted in CS 4-305, the defendant is not eligible for parole during the mandatory minimum sentence.  See CR 5-133(c)(3) for court discretion of mandatory minimum sentence and required State's Attorney notification. Each violation shall be considered a separate offense.",2018-08-28,2012-08-01,True,Possess Etc. Firearm with Conviction
39.3114,-76.584,354118,24A07547,24013903,29.0,Male,Black,2024-01-25 14:45:00+00:00,1800 PORT ST,Unknown Offense,1800 PORT ST,1 1609,HGV,Eastern,323,Broadway East,"(39.3114,-76.584)",,POINT (-76.584 39.3114),-76.584,39.3114,True,9048.0,17565.0,11609.0,,FIREARM POSS W/FEL CONVICT,FIREARM POSS W/FELONY CONVICTION,FIREARM POSS W/FELONY CONVICTION,2011-10-01,2012-09-30,PS,5,133,c,Y,Y,Y,0.0,Y,15.0,,"...did possess a regulated firearm after having been convicted of: ___________. (choose from below)

1. a crime of violence as defined in PS 5-101(c);
2. a crime of violence as defined in CR 14-101;
3. a violation of [5-602/5-603/5-604/5-605/5-612/5-613/5-614] of the Criminal Law Article.","NOTE: A person convicted of this charge is subject to a mandatory minimum sentence of 5 years, of which any part may not be suspended.  Except as noted in CS 4-305, the defendant is not eligible for parole during the mandatory minimum sentence.  See CR 5-133(c)(3) for court discretion of mandatory minimum sentence and required State's Attorney notification. Each violation shall be considered a separate offense.",2012-08-01,2011-08-08,True,Possess Etc. Firearm with Conviction
39.3114,-76.584,354118,24A07547,24013903,29.0,Male,Black,2024-01-25 14:45:00+00:00,1800 PORT ST,Unknown Offense,1800 PORT ST,1 1609,HGV,Eastern,323,Broadway East,"(39.3114,-76.584)",,POINT (-76.584 39.3114),-76.584,39.3114,True,9122.0,17662.0,11609.0,,FIREARM POSS W/FEL CONVICT,FIREARM POSS W/FELONY CONVICTION,FIREARM POSS W/FELONY CONVICTION,2012-10-01,2018-09-30,PS,5,133,c,Y,Y,Y,0.0,Y,15.0,,"...did possess a regulated firearm after having been convicted of: ___________. (choose from below)

1. a crime of violence as defined in PS 5-101(c);
2. a crime of violence as defined in CR 14-101;
3. a violation of [5-602/5-603/5-604/5-605/5-612/5-613/5-614] of the Criminal Law Article.
4. _______(describe offense), an offense under the laws of  [______(state)/the United States] that would constitute a [crime/crime of violence] under ________(cite statute from options above), if committed in this state.","NOTE: A person convicted of this charge is subject to a mandatory minimum sentence of 5 years, of which any part may not be suspended.  Except as noted in CS 4-305, the defendant is not eligible for parole during the mandatory minimum sentence.  See CR 5-133(c)(3) for court discretion of mandatory minimum sentence and required State's Attorney notification. Each violation shall be considered a separate offense.",2018-08-28,2012-08-01,True,Possess Etc. Firearm with Conviction
39.3332,-76.6621,356378,24A06857,24012037,26.0,Male,Black,2024-01-23 12:50:00+00:00,3900 PARK HEIGHTS AVE,Unknown Offense,3900 PARK HEIGHTS AVE,1 1609,HGV,Northern,514,Central Park Heights,"(39.3332,-76.6621)",,POINT (-76.6621 39.3332),-76.6621,39.3332,True,9048.0,17565.0,11609.0,,FIREARM POSS W/FEL CONVICT,FIREARM POSS W/FELONY CONVICTION,FIREARM POSS W/FELONY CONVICTION,2011-10-01,2012-09-30,PS,5,133,c,Y,Y,Y,0.0,Y,15.0,,"...did possess a regulated firearm after having been convicted of: ___________. (choose from below)

1. a crime of violence as defined in PS 5-101(c);
2. a crime of violence as defined in CR 14-101;
3. a violation of [5-602/5-603/5-604/5-605/5-612/5-613/5-614] of the Criminal Law Article.","NOTE: A person convicted of this charge is subject to a mandatory minimum sentence of 5 years, of which any part may not be suspended.  Except as noted in CS 4-305, the defendant is not eligible for parole during the mandatory minimum sentence.  See CR 5-133(c)(3) for court discretion of mandatory minimum sentence and required State's Attorney notification. Each violation shall be considered a separate offense.",2012-08-01,2011-08-08,True,Possess Etc. Firearm with Conviction
39.3332,-76.6621,356378,24A06857,24012037,26.0,Male,Black,2024-01-23 12:50:00+00:00,3900 PARK HEIGHTS AVE,Unknown Offense,3900 PARK HEIGHTS AVE,1 1609,HGV,Northern,514,Central Park Heights,"(39.3332,-76.6621)",,POINT (-76.6621 39.3332),-76.6621,39.3332,True,9122.0,17662.0,11609.0,,FIREARM POSS W/FEL CONVICT,FIREARM POSS W/FELONY CONVICTION,FIREARM POSS W/FELONY CONVICTION,2012-10-01,2018-09-30,PS,5,133,c,Y,Y,Y,0.0,Y,15.0,,"...did possess a regulated firearm after having been convicted of: ___________. (choose from below)

1. a crime of violence as defined in PS 5-101(c);
2. a crime of violence as defined in CR 14-101;
3. a violation of [5-602/5-603/5-604/5-605/5-612/5-613/5-614] of the Criminal Law Article.
4. _______(describe offense), an offense under the laws of  [______(state)/the United States] that would constitute a [crime/crime of violence] under ________(cite statute from options above), if committed in this state.","NOTE: A person convicted of this charge is subject to a mandatory minimum sentence of 5 years, of which any part may not be suspended.  Except as noted in CS 4-305, the defendant is not eligible for parole during the mandatory minimum sentence.  See CR 5-133(c)(3) for court discretion of mandatory minimum sentence and required State's Attorney notification. Each violation shall be considered a separate offense.",2018-08-28,2012-08-01,True,Possess Etc. Firearm with Conviction
39.2837,-76.6419,356379,24A06847,24012003,29.0,Male,Black,2024-01-23 12:44:00+00:00,300 GILMOR ST,Unknown Offense,300 GILMOR ST,1 1609,HGV,Southwest,823,Mount Clare,"(39.2837,-76.6419)",,POINT (-76.6419 39.2837),-76.6419,39.2837,True,9048.0,17565.0,11609.0,,FIREARM POSS W/FEL CONVICT,FIREARM POSS W/FELONY CONVICTION,FIREARM POSS W/FELONY CONVICTION,2011-10-01,2012-09-30,PS,5,133,c,Y,Y,Y,0.0,Y,15.0,,"...did possess a regulated firearm after having been convicted of: ___________. (choose from below)

1. a crime of violence as defined in PS 5-101(c);
2. a crime of violence as defined in CR 14-101;
3. a violation of [5-602/5-603/5-604/5-605/5-612/5-613/5-614] of the Criminal Law Article.","NOTE: A person convicted of this charge is subject to a mandatory minimum sentence of 5 years, of which any part may not be suspended.  Except as noted in CS 4-305, the defendant is not eligible for parole during the mandatory minimum sentence.  See CR 5-133(c)(3) for court discretion of mandatory minimum sentence and required State's Attorney notification. Each violation shall be considered a separate offense.",2012-08-01,2011-08-08,True,Possess Etc. Firearm with Conviction
